Additional Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBN,School Name,Average Score Regents Algebra,Percentage Passing Regents Algebra,Percentage at college ready threshold Regents Algebra,Average Score Regents Geometry,Percentage Passing Regents Geometry,Percentage at college ready threshold Regents Geometry,Average Score Regents Algebra 2/Trig,Percentage Passing Regents Algebra 2/Trig,Percentage at college ready threshold Regents Algebra 2/Trig,Average Score Regents English,Percentage Passing Regents English,Percentage at college ready threshold Regents English,Average Score Regents US History,Percentage Passing Regents US History,Average Score Regents Global History,Percentage Passing Regents Global History,Average Score Regents Chemistry,Percentage Passing Regents Chemistry,Average Score Regents Physics,Percentage Passing Regents Physics,Average Score Regents Earth Science,Percentage Passing Regents Earth Science,Average Score Regents Living Environment,Percentage Passing Regents Living Environment,Average Score Regents Languages Other Than English,Percentage Passing Regents Languages Other Than English,Average Score SAT Math,Percentage of 4-year Cohort Taking SAT Math,Percentage College Ready SAT Math,Average Score SAT Critical Reading,Percentage of 4-year Cohort Taking SAT Critical Reading,Percentage College Ready SAT Critical Reading,Average Score SAT Writing,Percentage of 4-year Cohort Taking SAT Writing,Average Score ACT Math,Percentage of 4-year Cohort Taking ACT Math,Percentage College Ready ACT Math,Average Score ACT English,Percentage of 4-year Cohort Taking ACT English,Percentage College Ready ACT English,Average Score ACT Reading,Percentage of 4-year Cohort Taking ACT Reading,Average Score ACT Science,Percentage of 4-year Cohort Taking ACT Science,Average Score CUNY Math 1,Percentage of 4-year Cohort Taking CUNY Math 1,Average Score CUNY Math 2,Percentage of 4-year Cohort Taking CUNY Math 2,Percentage College Ready CUNY Math 2,Average Score CUNY Reading,Percentage of 4-year Cohort Taking CUNY Reading,Percentage College Ready CUNY Reading,Average Score CUNY Writing,Percentage of 4-year Cohort Taking CUNY Writing,Percentage College Ready CUNY Writing,Post-secondary Enrollment Rate (6 months),Post-secondary Enrollment Rate (18 months),CUNY 2-Year (6 months),CUNY 2-Year (18 months),CUNY 4-Year (6 months),CUNY 4-Year (18 months),NYS Public (6 months),NYS Public (18 months),NYS Private (6 months),NYS Private (18 months),Out of State (6 months),Out of State (18 months),Public Service (6 months),Public Service (18 months),Vocational Program (6 months),Vocational Program (18 months),CRI (Percentage of 4 year Cohort),CRI (Percentage of 6 year Cohort),Percentage Attaining Regents Diploma (4 year),Percentage Attaining Regents Diploma (6 year),Percentage Attaining Math College Readiness Standard,Percentage Attaining Math College Readiness Standard (6 year),Percentage Attaining English College Readiness Standard,Percentage Attaining English College Readiness Standard (6 year),College and Career Preparatory Course Index,"Percentage Scoring 65+ on Alg2, MathB, Chem, or Phys Regents Exam",Percentage Scoring 3+ on any AP Exam,Percentage Scoring 4+ on any IB Exam,Percentage Earning a Diploma with a CTE Endorsement,Percentage Passing an Industry-Recognized Technical Assessment,Percentage Earning a Diploma with an Arts Endorsement,Percentage Earning a Grade of 'C' or Higher for College Credit,Percentage Passing a CPCC Course
09X263,Validus Preparatory Academy: An Expeditionary Lear,64,53.0%,2.6%,,,,,,,71,79.8%,42.1%,66,59.7%,69,70.6%,,,,,67,57.1%,59,36.6%,,,382,59.2%,100.0%,375,59.2%,100.0%,384,59.2%,,5.1%,0.0%,,5.1%,100.0%,,5.1%,,5.1%,37,34.7%,29,42.9%,100.0%,71,28.6%,100.0%,51,27.6%,100.0%,41.6%,59.6%,20.2%,20.2%,3.4%,10.1%,5.6%,14.1%,5.6%,5.1%,4.5%,5.1%,0.0%,0.0%,0.0%,0.0%,10.2%,12.1%,57.1%,64.6%,14.3%,12.1%,40.8%,38.4%,31.6%,3.1%,0.0%,0.0%,0.0%,1.0%,0.0%,29.6%,0.0%
09X276,Leadership Institute,59,32.3%,0.0%,43,20.0%,0.0%,,,,67,66.7%,33.3%,58,38.0%,53,29.6%,,,,,,,52,18.5%,,,,23.5%,0.0%,,23.5%,100.0%,,23.5%,,2.0%,0.0%,,2.0%,0.0%,,0.0%,,2.0%,,7.8%,,7.8%,0.0%,,2.0%,0.0%,,2.0%,0.0%,25.7%,37.5%,11.4%,18.8%,4.3%,6.3%,4.3%,6.3%,2.9%,4.2%,2.9%,0.0%,0.0%,0.0%,0.0%,0.0%,3.9%,4.2%,25.5%,54.2%,3.9%,4.2%,21.6%,29.2%,15.7%,3.9%,9.8%,0.0%,0.0%,0.0%,0.0%,9.8%,0.0%
09X297,Morris Academy for Collaborative Studies,58,33.0%,2.5%,61,47.7%,7.0%,54,24.1%,3.4%,63,66.2%,39.4%,67,59.5%,54,35.8%,,,,,54,27.4%,57,36.2%,,,407,44.8%,100.0%,389,44.8%,100.0%,386,44.8%,,1.4%,0.0%,,1.4%,0.0%,,1.4%,,1.4%,37,24.5%,32,30.1%,100.0%,70,21.0%,100.0%,54,21.0%,100.0%,41.5%,46.2%,18.1%,25.5%,10.6%,2.8%,7.4%,9.4%,4.3%,4.7%,0.0%,3.8%,0.0%,0.0%,0.0%,0.0%,20.3%,7.5%,58.7%,55.7%,23.1%,8.5%,51.0%,37.7%,8.4%,6.3%,0.0%,0.0%,0.0%,0.0%,0.0%,2.8%,0.0%
09X324,Bronx Early College Academy for Teaching & Learnin,64,43.8%,5.0%,65,48.6%,8.6%,40,7.7%,0.0%,70,68.8%,31.3%,77,84.3%,63,48.1%,60,27.7%,,,57,27.4%,64,45.6%,85,93.8%,424,93.3%,100.0%,413,93.3%,100.0%,409,93.3%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,33,33.3%,23,33.3%,0.0%,,23.3%,100.0%,,23.3%,100.0%,72.9%,78.2%,8.5%,12.8%,8.5%,24.4%,13.6%,11.5%,35.6%,20.5%,6.8%,5.1%,0.0%,0.0%,0.0%,0.0%,28.3%,37.2%,85.0%,97.4%,31.7%,37.2%,61.7%,79.5%,48.3%,16.7%,0.0%,38.3%,0.0%,0.0%,0.0%,30.0%,0.0%
09X327,Comprehensive Model School Project M.S. 327,68,73.3%,16.7%,72,77.8%,26.5%,54,30.0%,5.6%,76,84.8%,63.2%,74,79.0%,77,91.6%,63,48.8%,,,46,14.9%,59,44.6%,94,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09X329,DreamYard Preparatory School,61,44.8%,1.6%,57,33.3%,0.0%,,,,69,68.8%,39.8%,72,78.8%,61,46.8%,,,,,59,35.3%,59,39.4%,93,100.0%,385,51.1%,100.0%,385,51.1%,100.0%,388,51.1%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,35,36.4%,25,37.5%,100.0%,,14.8%,100.0%,50,17.0%,100.0%,33.7%,32.9%,16.3%,4.7%,1.1%,4.7%,9.8%,11.8%,3.3%,3.5%,1.1%,3.5%,0.0%,0.0%,0.0%,0.0%,3.4%,5.9%,54.5%,36.5%,3.4%,5.9%,46.6%,27.1%,12.5%,1.1%,8.0%,0.0%,0.0%,0.0%,0.0%,4.5%,0.0%
09X365,Academy for Language and Technology,69,72.4%,12.6%,62,49.4%,6.3%,50,14.3%,0.0%,68,71.0%,28.4%,76,85.2%,67,73.1%,,,,,62,36.8%,68,72.2%,95,100.0%,371,78.9%,100.0%,334,78.9%,100.0%,348,78.9%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,28,33.8%,29,45.1%,100.0%,49,29.6%,100.0%,45,26.8%,100.0%,61.0%,69.0%,35.1%,19.5%,16.9%,2.3%,0.0%,1.1%,7.8%,41.4%,0.0%,3.4%,0.0%,0.0%,0.0%,0.0%,19.7%,14.9%,93.0%,82.8%,28.2%,13.8%,45.1%,52.9%,84.5%,4.2%,0.0%,0.0%,0.0%,73.2%,0.0%,83.1%,0.0%
09X403,Bronx International High School,,,,,,,,,,71,78.7%,42.6%,,,,,,,,,,,,,,,355,59.1%,100.0%,330,59.1%,100.0%,320,59.1%,,6.1%,0.0%,,6.1%,0.0%,,2.6%,,6.1%,26,28.7%,30,41.7%,100.0%,59,25.2%,100.0%,45,25.2%,100.0%,46.7%,45.5%,21.5%,28.4%,9.3%,3.4%,12.1%,10.2%,0.9%,2.3%,0.9%,0.0%,0.0%,0.0%,0.0%,0.0%,23.5%,6.8%,68.7%,65.9%,25.2%,10.2%,40.9%,22.7%,16.5%,0.0%,9.6%,0.0%,0.0%,0.0%,0.0%,10.4%,0.0%
09X404,School for Excellence,60,45.0%,3.3%,63,54.1%,0.0%,,,,69,71.8%,39.8%,69,74.0%,63,58.5%,,,,,,,67,64.1%,,,377,38.4%,100.0%,385,38.4%,100.0%,383,38.4%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,40,21.2%,32,26.3%,100.0%,,14.1%,100.0%,,12.1%,100.0%,30.4%,45.9%,16.7%,27.6%,2.9%,2.0%,2.0%,8.2%,6.9%,3.1%,0.0%,2.0%,0.0%,0.0%,0.0%,0.0%,7.1%,6.1%,53.5%,64.3%,10.1%,7.1%,35.4%,43.9%,6.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,6.1%,0.0%
09X412,Bronx High School of Business,64,52.0%,6.4%,57,14.6%,2.4%,,,,60,53.3%,25.2%,64,56.2%,58,44.9%,62,37.0%,,,55,25.7%,61,47.8%,,,365,33.3%,100.0%,360,33.3%,100.0%,346,33.3%,,1.1%,0.0%,,1.1%,0.0%,,1.1%,,1.1%,29,18.3%,32,23.7%,100.0%,64,18.3%,100.0%,49,17.2%,100.0%,37.4%,37.6%,22.4%,24.8%,3.7%,10.9%,7.5%,1.0%,1.9%,1.0%,0.9%,0.0%,0.0%,0.0%,0.0%,0.0%,19.4%,9.9%,36.6%,48.5%,8.6%,12.9%,20.4%,29.7%,19.4%,4.3%,0.0%,0.0%,0.0%,2.2%,0.0%,1.1%,0.0%
09X413,Bronx High School for Medical Science,64,56.3%,1.3%,59,38.8%,2.0%,60,41.3%,10.7%,74,79.3%,53.7%,67,63.6%,74,84.7%,66,57.1%,,,,,66,62.9%,91,100.0%,431,83.9%,100.0%,421,83.9%,100.0%,426,83.9%,19,25.3%,100.0%,16,25.3%,100.0%,,14.9%,17,25.3%,33,31.0%,38,47.1%,100.0%,75,23.0%,100.0%,54,23.0%,100.0%,73.8%,75.3%,23.1%,17.8%,41.5%,34.2%,4.6%,9.6%,3.1%,8.2%,1.5%,5.5%,0.0%,0.0%,0.0%,0.0%,36.8%,43.8%,85.1%,91.8%,39.1%,46.6%,67.8%,87.7%,56.3%,47.1%,0.0%,0.0%,0.0%,0.0%,0.0%,41.4%,0.0%
09X414,Jonathan Levin High School for Media and Communica,59,36.2%,0.0%,46,9.7%,0.0%,,,,57,44.4%,25.3%,56,36.8%,49,18.8%,,,,,42,6.3%,51,16.4%,,,347,36.0%,100.0%,344,36.0%,100.0%,330,36.0%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,28,37.2%,20,38.4%,100.0%,64,31.4%,100.0%,47,31.4%,100.0%,15.0%,25.9%,7.0%,4.5%,1.0%,3.6%,3.0%,6.3%,3.0%,6.3%,1.0%,1.8%,0.0%,0.0%,0.0%,0.0%,4.7%,2.7%,32.6%,36.6%,4.7%,4.5%,27.9%,24.1%,1.2%,1.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
09X505,"Bronx School for Law, Government and Justice",63,53.3%,2.4%,61,38.1%,3.2%,,,,74,87.4%,54.4%,76,87.2%,69,66.7%,66,53.3%,,,61,41.6%,70,71.1%,95,100.0%,403,63.8%,100.0%,409,63.8%,100.0%,415,63.8%,,5.5%,100.0%,,5.5%,100.0%,,5.5%,,5.5%,38,36.2%,31,45.7%,100.0%,75,31.5%,100.0%,55,33.9%,100.0%,62.4%,78.1%,18.8%,14.9%,10.5%,21.9%,12.8%,19.3%,12.8%,15.8%,6.0%,5.3%,0.0%,0.0%,0.0%,0.0%,17.3%,30.7%,70.9%,83.3%,18.9%,33.3%,66.1%,63.2%,22.8%,2.4%,7.1%,0.0%,0.0%,0.0%,0.0%,20.5%,0.0%
09X517,Frederick Douglass Academy III Secondary School,61,41.1%,3.1%,56,26.6%,3.1%,32,0.0%,0.0%,71,76.7%,45.0%,72,76.7%,61,50.0%,54,7.7%,,,66,65.2%,59,41.7%,,,387,50.5%,100.0%,386,50.5%,100.0%,386,50.5%,,4.5%,0.0%,,4.5%,0.0%,,4.5%,,4.5%,35,24.3%,28,27.9%,100.0%,71,13.5%,100.0%,,11.7%,100.0%,44.2%,43.5%,20.9%,18.8%,7.0%,8.2%,2.3%,8.2%,7.0%,4.7%,4.7%,1.2%,0.0%,0.0%,0.0%,0.0%,12.6%,14.1%,65.8%,64.7%,15.3%,17.6%,46.8%,27.1%,16.2%,5.4%,10.8%,0.0%,0.0%,0.9%,0.0%,7.2%,0.0%
09X525,Bronx Leadership Academy High School,61,42.4%,7.3%,49,10.4%,0.9%,38,9.1%,1.5%,63,60.2%,35.0%,68,70.4%,57,38.4%,58,32.3%,,,40,2.0%,60,41.0%,,,375,49.1%,100.0%,372,49.1%,100.0%,374,49.1%,,0.6%,0.0%,,0.6%,0.0%,,0.6%,,0.6%,35,18.1%,26,19.3%,100.0%,67,11.7%,100.0%,48,11.1%,100.0%,45.9%,47.2%,9.7%,15.9%,10.8%,8.7%,11.4%,11.3%,9.2%,7.2%,3.8%,2.6%,0.0%,0.0%,0.0%,0.0%,12.9%,12.3%,49.7%,53.3%,15.2%,12.3%,31.0%,47.2%,7.6%,6.4%,0.0%,0.0%,0.0%,0.0%,0.0%,2.3%,0.0%
09X543,High School for Violin and Dance,62,41.7%,3.3%,,,,,,,69,74.7%,38.7%,70,72.5%,58,40.0%,,,,,54,31.3%,59,41.7%,,,363,31.3%,100.0%,401,31.3%,100.0%,396,31.3%,,6.3%,100.0%,,6.3%,100.0%,,4.5%,,6.3%,28,20.5%,24,23.2%,100.0%,,12.5%,100.0%,,12.5%,100.0%,33.3%,41.5%,10.1%,7.5%,1.4%,0.0%,7.2%,3.8%,4.3%,22.6%,1.4%,5.7%,0.0%,0.0%,0.0%,0.0%,5.4%,9.4%,52.7%,49.1%,6.3%,9.4%,30.4%,18.9%,8.0%,1.8%,0.0%,0.0%,0.0%,0.0%,0.0%,8.0%,0.0%
09X564,Claremont International HS,56,30.5%,1.3%,,,,,,,50,32.9%,8.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X141,Riverdale / Kingsbridge Academy (Middle School / H,66,66.5%,3.7%,64,49.3%,13.8%,62,45.8%,23.4%,79,85.5%,72.4%,83,87.8%,70,64.0%,65,49.5%,62,42.9%,59,35.0%,74,74.3%,87,96.6%,496,69.4%,100.0%,485,69.4%,100.0%,476,69.4%,23,13.8%,100.0%,22,13.8%,100.0%,21,10.6%,23,13.8%,45,14.4%,34,20.0%,100.0%,,6.3%,100.0%,,6.9%,100.0%,67.1%,75.3%,12.8%,12.3%,9.4%,17.3%,23.5%,27.8%,12.8%,9.3%,8.7%,6.2%,0.0%,0.0%,0.0%,0.0%,43.1%,36.4%,75.6%,80.9%,43.8%,38.3%,72.5%,63.0%,51.9%,48.1%,35.0%,0.0%,0.0%,0.0%,0.0%,4.4%,0.0%
10X213,Bronx Engineering and Technology Academy,61,44.4%,1.3%,56,25.0%,1.5%,49,18.5%,3.7%,66,68.5%,34.8%,62,56.9%,58,44.8%,,,,,62,40.5%,66,68.3%,,,394,59.6%,100.0%,406,59.6%,100.0%,391,59.6%,,1.1%,0.0%,,1.1%,0.0%,,1.1%,,1.1%,,12.8%,30,17.0%,100.0%,,5.3%,100.0%,,5.3%,100.0%,35.0%,65.7%,13.0%,29.5%,9.0%,14.3%,6.0%,9.5%,2.0%,6.7%,2.0%,5.7%,0.0%,0.0%,0.0%,0.0%,9.6%,19.0%,62.8%,75.2%,10.6%,21.0%,36.2%,52.4%,20.2%,7.4%,3.2%,0.0%,13.8%,13.8%,0.0%,7.4%,0.0%
10X225,Theatre Arts Production Company School,69,68.8%,15.6%,71,77.3%,9.1%,,,,73,82.0%,51.6%,73,81.2%,58,42.1%,,,,,64,38.9%,67,65.9%,,,402,77.7%,100.0%,421,77.7%,100.0%,410,77.7%,,4.3%,0.0%,,4.3%,0.0%,,4.3%,,4.3%,36,28.7%,29,34.0%,100.0%,74,17.0%,100.0%,52,17.0%,100.0%,66.7%,78.7%,13.6%,12.0%,9.1%,28.0%,22.7%,14.7%,13.6%,17.3%,3.0%,0.0%,0.0%,0.0%,0.0%,0.0%,16.0%,12.0%,75.5%,76.0%,16.0%,12.0%,55.3%,80.0%,20.2%,1.1%,2.1%,0.0%,0.0%,0.0%,0.0%,19.1%,0.0%
10X237,"The Marie Curie School for Medicine, Nursing, and",63,43.9%,7.1%,55,13.6%,2.3%,46,13.0%,0.0%,74,82.5%,50.8%,73,72.2%,55,26.4%,60,28.6%,69,64.9%,65,55.9%,64,50.4%,89,100.0%,423,68.6%,100.0%,420,68.6%,100.0%,425,68.6%,,3.6%,100.0%,,3.6%,100.0%,,3.6%,,3.6%,33,24.3%,34,35.0%,100.0%,72,17.1%,100.0%,53,16.4%,100.0%,59.8%,62.5%,21.3%,30.5%,12.3%,16.4%,12.3%,6.3%,8.2%,7.0%,4.9%,2.3%,0.0%,0.0%,0.0%,0.0%,26.4%,14.8%,66.4%,68.8%,27.1%,18.0%,56.4%,42.2%,32.9%,28.6%,10.7%,0.0%,0.0%,0.0%,0.0%,20.7%,0.0%
10X243,West Bronx Academy for the Future,59,32.9%,1.3%,55,25.0%,4.5%,29,0.0%,0.0%,69,68.5%,42.6%,70,72.1%,59,42.2%,47,7.0%,,,59,36.8%,60,44.2%,88,92.1%,404,57.3%,100.0%,383,57.3%,100.0%,378,57.3%,,8.5%,100.0%,,8.5%,100.0%,,8.5%,,8.5%,33,26.8%,27,30.5%,100.0%,67,24.4%,100.0%,52,24.4%,100.0%,49.3%,59.8%,15.5%,17.1%,1.4%,11.0%,26.8%,14.6%,5.6%,11.0%,0.0%,3.7%,0.0%,0.0%,0.0%,0.0%,12.2%,19.5%,73.2%,72.0%,19.5%,23.2%,37.8%,50.0%,19.5%,12.2%,11.0%,0.0%,0.0%,1.2%,0.0%,1.2%,0.0%
10X264,Bronx Academy for Software Engineering (BASE),62,42.7%,4.0%,,,,44,8.6%,0.0%,,,,,,66,61.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X268,Kingsbridge International High School,68,71.3%,16.9%,63,55.2%,3.4%,,,,57,44.7%,20.6%,73,70.5%,66,60.7%,,,,,70,69.0%,72,81.3%,91,98.3%,366,50.7%,100.0%,311,50.7%,100.0%,310,50.7%,,2.7%,0.0%,,2.7%,0.0%,,1.4%,,2.7%,24,24.7%,30,30.1%,100.0%,52,20.5%,100.0%,,19.2%,0.0%,56.5%,50.4%,31.5%,31.8%,12.9%,11.6%,5.6%,1.6%,4.0%,2.3%,0.8%,0.8%,0.0%,0.0%,0.0%,0.0%,9.6%,5.4%,63.0%,55.8%,16.4%,9.3%,26.0%,20.2%,52.1%,16.4%,41.1%,0.0%,0.0%,0.0%,0.0%,9.6%,0.0%
10X284,Bronx School of Law and Finance,65,59.1%,5.3%,62,48.6%,6.9%,55,17.4%,8.7%,73,83.7%,48.0%,76,88.9%,62,51.0%,,,,,,,64,56.0%,80,89.5%,384,48.3%,100.0%,394,48.3%,100.0%,366,48.3%,,0.8%,0.0%,,0.8%,0.0%,,0.8%,,0.8%,,10.2%,,11.0%,100.0%,,6.8%,100.0%,,6.8%,100.0%,39.0%,65.2%,9.5%,20.7%,5.7%,7.6%,12.4%,30.4%,2.9%,2.2%,5.7%,3.3%,0.0%,0.0%,0.0%,0.0%,8.5%,6.5%,58.5%,70.7%,9.3%,7.6%,40.7%,42.4%,18.6%,5.1%,2.5%,0.0%,0.0%,0.8%,0.0%,12.7%,0.8%
10X342,International School for Liberal Arts,64,66.9%,3.9%,62,35.1%,2.7%,54,20.8%,4.2%,69,85.0%,23.4%,78,90.5%,64,52.9%,,,,,55,13.3%,67,63.7%,95,100.0%,390,19.2%,100.0%,387,19.2%,100.0%,379,19.2%,,8.7%,100.0%,,8.7%,0.0%,,2.9%,,8.7%,30,38.5%,24,44.2%,100.0%,56,31.7%,100.0%,44,29.8%,100.0%,45.6%,58.6%,32.2%,35.3%,7.8%,8.6%,0.0%,0.0%,2.2%,12.1%,0.0%,1.7%,0.0%,0.0%,0.0%,0.0%,9.6%,20.7%,67.3%,75.0%,13.5%,17.2%,34.6%,39.7%,47.1%,13.5%,45.2%,0.0%,0.0%,0.0%,0.0%,19.2%,0.0%
10X351,Bronx Collaborative High School,,,,,,,,,,82,93.3%,90.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X353,World View High School,63,50.5%,3.0%,60,39.1%,4.3%,,,,79,100.0%,76.0%,,,60,45.9%,,,,,,,69,66.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X368,In-Tech Academy (M.S. / High School 368),64,54.6%,11.8%,68,58.6%,22.9%,60,45.8%,16.7%,73,80.2%,51.2%,69,64.4%,58,34.0%,59,33.3%,,,64,47.4%,67,58.7%,91,100.0%,426,85.9%,100.0%,419,85.9%,100.0%,404,85.9%,,0.7%,100.0%,,0.7%,100.0%,,0.7%,,0.7%,31,17.8%,27,20.0%,100.0%,73,14.1%,100.0%,54,14.1%,100.0%,70.7%,67.2%,19.0%,17.6%,9.5%,15.2%,19.0%,16.8%,13.8%,12.8%,9.5%,3.2%,0.0%,0.0%,0.0%,0.0%,33.3%,20.0%,76.3%,73.6%,37.8%,21.6%,60.0%,72.0%,32.6%,25.9%,7.4%,0.0%,0.0%,0.7%,0.0%,12.6%,0.0%
10X374,Knowledge and Power Preparatory Academy Internatio,66,57.8%,7.0%,70,73.5%,11.8%,59,40.0%,13.3%,71,76.7%,46.0%,77,85.2%,67,60.6%,,,,,65,55.3%,68,65.0%,87,100.0%,408,66.7%,100.0%,417,66.7%,100.0%,404,66.7%,,5.4%,100.0%,,5.4%,100.0%,,5.4%,,5.4%,28,23.7%,26,26.9%,100.0%,,9.7%,100.0%,,10.8%,100.0%,56.2%,74.1%,12.4%,24.7%,21.3%,17.3%,10.1%,14.8%,5.6%,8.6%,4.5%,8.6%,0.0%,0.0%,0.0%,0.0%,20.4%,34.6%,75.3%,86.4%,21.5%,37.0%,57.0%,64.2%,48.4%,10.8%,0.0%,31.2%,0.0%,0.0%,0.0%,35.5%,0.0%
10X433,High School for Teaching and the Professions,62,48.9%,1.6%,51,20.0%,0.0%,,,,69,76.5%,37.3%,68,69.0%,59,47.3%,,,,,53,21.4%,62,54.7%,97,100.0%,372,46.5%,100.0%,361,46.5%,100.0%,369,46.5%,,0.9%,100.0%,,0.9%,100.0%,,0.0%,,0.9%,32,28.9%,28,35.1%,100.0%,61,22.8%,100.0%,49,22.8%,100.0%,41.2%,57.7%,18.5%,28.5%,4.2%,10.9%,5.9%,8.8%,7.6%,5.8%,1.7%,2.9%,0.0%,0.0%,0.0%,0.0%,9.6%,14.6%,44.7%,68.6%,9.6%,16.1%,36.8%,37.2%,14.9%,1.8%,8.8%,0.0%,0.0%,0.0%,0.0%,7.0%,0.0%
10X434,Belmont Preparatory High School,67,66.1%,7.4%,57,27.6%,2.4%,52,22.2%,5.6%,74,83.8%,55.1%,74,84.0%,73,76.7%,54,13.6%,69,60.9%,73,75.5%,72,80.5%,92,96.3%,413,55.3%,100.0%,408,55.3%,100.0%,402,55.3%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,33,17.0%,35,23.4%,100.0%,,7.4%,100.0%,,7.4%,100.0%,57.0%,59.6%,25.6%,18.1%,18.6%,13.8%,3.5%,12.8%,3.5%,9.6%,0.0%,1.1%,0.0%,0.0%,0.0%,0.0%,27.7%,30.9%,57.4%,71.3%,28.7%,31.9%,56.4%,63.8%,37.2%,21.3%,5.3%,0.0%,0.0%,0.0%,0.0%,30.9%,0.0%
10X437,Fordham High School for the Arts,67,73.2%,4.1%,63,48.9%,3.8%,51,22.5%,2.5%,76,89.5%,54.8%,77,81.7%,68,71.7%,57,23.5%,56,28.9%,,,74,81.9%,,,398,56.2%,100.0%,404,56.2%,100.0%,412,56.2%,,4.5%,100.0%,,4.5%,100.0%,,2.2%,,4.5%,36,24.7%,29,30.3%,100.0%,,9.0%,100.0%,,9.0%,100.0%,63.4%,56.3%,18.3%,28.8%,12.9%,6.3%,6.5%,3.8%,11.8%,12.5%,2.2%,3.8%,0.0%,0.0%,0.0%,0.0%,14.6%,60.0%,84.3%,81.3%,14.6%,18.8%,64.0%,60.0%,58.4%,12.4%,3.4%,0.0%,0.0%,0.0%,40.4%,42.7%,0.0%
10X438,Fordham Leadership Academy for Business and Techno,60,39.9%,0.7%,54,14.3%,2.9%,,,,68,65.8%,40.4%,64,54.0%,58,36.8%,,,,,55,28.0%,60,42.8%,,,355,44.3%,100.0%,373,44.3%,100.0%,368,44.3%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,29,20.0%,27,23.5%,100.0%,,12.2%,100.0%,,12.2%,100.0%,22.0%,39.4%,13.8%,16.5%,5.5%,9.2%,0.0%,4.6%,0.9%,2.8%,0.9%,0.9%,0.0%,0.0%,0.0%,0.0%,6.1%,12.8%,35.7%,48.6%,7.0%,15.6%,34.8%,34.9%,0.9%,0.0%,0.0%,0.0%,0.0%,0.9%,0.0%,0.0%,0.0%
10X439,Bronx High School for Law and Community Service,64,54.5%,1.8%,63,45.9%,8.1%,50,11.1%,0.0%,67,64.5%,33.6%,67,64.9%,60,43.8%,,,,,59,33.8%,64,56.5%,,,401,64.8%,100.0%,402,64.8%,100.0%,386,64.8%,,13.6%,100.0%,,13.6%,100.0%,,13.6%,,13.6%,40,37.5%,33,42.0%,100.0%,73,31.8%,100.0%,56,33.0%,100.0%,54.5%,59.5%,22.8%,29.8%,12.9%,9.5%,8.9%,9.5%,6.9%,3.6%,2.0%,3.6%,0.0%,0.0%,0.0%,0.0%,23.9%,16.7%,61.4%,65.5%,27.3%,16.7%,52.3%,45.2%,18.2%,8.0%,10.2%,0.0%,0.0%,0.0%,0.0%,10.2%,0.0%
10X440,DeWitt Clinton High School,64,50.2%,8.7%,60,42.9%,10.4%,44,12.5%,0.5%,67,63.5%,38.8%,66,58.6%,54,31.1%,60,39.3%,65,54.7%,51,24.0%,61,44.7%,90,96.1%,445,31.8%,100.0%,436,31.8%,100.0%,433,31.8%,21,3.0%,100.0%,17,3.0%,100.0%,18,2.8%,19,3.0%,30,13.4%,30,17.8%,100.0%,67,12.2%,100.0%,50,12.6%,100.0%,35.3%,51.5%,11.2%,17.5%,9.7%,11.0%,8.0%,10.1%,3.0%,5.4%,2.0%,4.0%,0.0%,0.0%,0.0%,0.0%,18.6%,19.4%,40.1%,51.9%,20.0%,21.0%,32.8%,41.6%,21.6%,17.8%,7.4%,0.0%,0.0%,0.6%,0.0%,5.0%,0.1%
